"ISO3","COUNTRY","country_extra_pasture_km","country_extra_arable_fallow_km","Median_total_glob_trans","Lower_total_glob_trans","Upper_total_glob_trans","Median_total_glob_occ","Lower_total_glob_occ","Upper_total_glob_occ","Median_total_reg_trans","Lower_total_reg_trans","Upper_total_reg_trans","Median_total_reg_occ","Lower_total_reg_occ","Upper_total_reg_occ"
"BLR","Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA","Brazil",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR","Bulgaria",0.116429489380444,0.0541784307078081,0.000313586386088882,0,0.0012487294422822,7.45722425916375e-07,0,2.90544316845202e-06,0.086531957062025,0,0.275472486898819,0.000209113686873728,0,0.000670629493152818
"BRN","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG","Congo",281.422822805912,150.796169505825,0.549079666428436,0,5.23210043428215,0.0078838525141074,0,0.0639768959310172,20.637602453755,0,167.89274837615,0.291642314222773,0,2.08871107230443
"CHN","China",55.8087323621673,18.628482950511,0.151958664050637,0,0.691341921102268,0.000594001593038975,0,0.00255542031850522,9.05449397489298,0,43.6574925707438,0.031453751731372,0,0.148458078108766
"CHL","Chile",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR","Cameroon",2576.92664387946,398.611933148045,5.29915974980934,0,24.0984501943598,0.0666071985235928,0,0.278665914149081,161.844736021574,0,799.262728445237,2.25090793990032,0,10.4381206717045
"COL","Colombia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRI","Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF","Central African Republic",882.81753989403,118.097123269945,0.123647049683502,0,1.23847563837672,0.00303226958593812,0,0.0176209761787872,3.71837415694795,0,36.3801791769375,0.102497016395324,0,0.570149754050187
"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP","Cyprus",4.03139397064172,1.2808766638456,0.0521397576762239,0,0.15364469316169,0.000255186185147282,0,0.000732183706478712,3.31945035611472,0,7.98221895512009,0.0164755927140465,0,0.0387016848090295
"DNK","Denmark",63.2278754617708,14.0382494159429,0.0283679562338808,0,0.107219090362947,6.78030989407672e-05,0,0.00025235033617634,13.0438160061178,0,47.3668238491009,0.0314885827897874,0,0.114348628347597
"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL","Ireland",2.94192531830248,0.705259421275048,0.000769665983450063,0,0.00321552993745489,1.85239683652719e-06,0,7.70341629625719e-06,0.385359465152599,0,1.89086274480407,0.000930005012741179,0,0.00444641731106296
"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH","Ethiopia",5413.68413792892,659.75567567932,2.04269937003204,0,14.0862165098413,0.0336003827991872,0,0.170687990870093,70.6555773860949,0,397.900175680011,1.09367600814733,0,4.58986292709713
"CZE","Czech Republic",2.30727776186335,1.56003704984889,0.00384637813283437,0,0.0140198085626328,9.14677313948794e-06,0,3.29377722003914e-05,0.436436175752415,0,1.36901671730604,0.00105644283567433,0,0.00330858693456032
"FIN","Finland",4.85090847931302,1.37471763128572,0.00185328420817712,0,0.0110697677841108,3.31700619523619e-06,0,1.94829303884263e-05,0.126853004462797,0,0.728790914197479,0.000230866778946114,0,0.00134738604144853
"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA","France",63.363486220354,14.8207279355233,0.0735806611481134,0,0.284691625177046,0.000215704299515084,0,0.000841501613831805,7.58888448220684,0,27.8657926890324,0.0225481701667643,0,0.0862826507611067
"GMB","Gambia",36.2731065915557,6.87651991700193,0.00832159379940734,0,0.0624171866185452,0.000215539850557532,0,0.000871140803485402,0.475389790420762,0,3.27408170278583,0.00871981317135907,0,0.0443251704816168
"GHA","Ghana",1156.53473366904,237.70010453008,1.35469691663778,0,4.75805709145816,0.0194968714178182,0,0.0565731127120099,32.3293684521126,0,98.4247444000842,0.456812260310517,0,1.15890927661359
"GRD","Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU","Germany",524.142462137692,211.729482435426,0.538823220246945,0,1.94098477456932,0.00128267186427737,0,0.00458886253807292,76.6057297557574,0,250.940745482547,0.18476088929906,0,0.606580998773414
"GRC","Greece",5.26808285214933,0.853338350670639,0.00839454521422438,0,0.0391032729998187,3.95219683883723e-05,0,0.000181293800002774,0.725937901308205,0,2.99889532101432,0.00332674086037362,0,0.0136775633164697
"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN","Guinea",280.263107496443,38.1253101889877,0.215659292295447,0,1.14897616236385,0.00339282877121658,0,0.013911085114867,7.90132609032995,0,42.6694632850568,0.113956256481794,0,0.524161451590803
"GUY","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND","Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL","Iceland",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND","India",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN","Iran",151.165917537074,33.457399833056,0.250860009234354,0,1.07129274581239,0.00073387136968012,0,0.00346918851676861,10.8544486607087,0,50.2623006979404,0.0355042507036043,0,0.178068552737633
"ISR","Israel",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA","Italy",40.8336371470928,11.8622046989434,0.120081826820458,0,0.471393541036104,0.000471777204069411,0,0.00177425098639997,14.4899405091938,0,51.7188961097755,0.0469047968956347,0,0.161618936434537
"CIV","C<99>te d'Ivoire",3742.7395553104,639.761105910231,5.16065046031432,0,17.8492095690933,0.0696916276059355,0,0.205843054803359,113.77747044993,0,357.949971719438,1.52693446049486,0,4.16595671864697
"IRQ","Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN","Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM","Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN","Kenya",1646.39535343774,219.465866888294,0.870152487070974,0,6.16037624015176,0.0162702740863359,0,0.0755728335570565,43.4470818397128,0,284.192533228206,0.717051460843947,0,3.29780329371651
"KAZ","Kazakhstan",1.05339323675073,0.165141094043495,0.000125138038165685,0,0.000732854428385264,6.85269820278893e-07,0,4.10644902783549e-06,0.0243006576530989,0,0.126898292062283,0.00012384541069675,0,0.000639070223298655
"LAO","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU","Lithuania",0.207405628482284,0.21984263116338,0.000363525055420895,0,0.00149304542473439,8.73743179333496e-07,0,3.50550719434642e-06,0.0375933432781016,0,0.137851872240183,9.07617390452775e-05,0,0.000338236346322986
"SVK","Slovakia",2.15230943278538,1.60469697223081,0.00507365734177775,0,0.0183130033529868,1.24456583447856e-05,0,4.33230850204892e-05,0.942313532586974,0,2.95457909484406,0.00237914060555087,0,0.00733064928859509
"LUX","Luxembourg",3.00446800601975,0.758015891962692,0.00185178867873692,0,0.00619683880537313,4.38645730083647e-06,0,1.46903428474313e-05,0.19855530470534,0,0.569164565196926,0.000477302910854093,0,0.00135868686645212
"LBY","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG","Madagascar",266.092162795908,48.3150503855618,2.6527361065742,0,13.1361550148203,0.0313956661032796,0,0.142714234898723,12.7566540660716,0,67.1535448869016,0.149090697471962,0,0.698820274545396
"MNG","Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI","Mali",1644.97814558593,169.142965314284,0.0369058722941548,0,0.465790597141373,0.00119546728630587,0,0.00582559764621819,2.6683463310956,0,24.0074418599124,0.0641652291874762,0,0.283037230423922
"MAR","Morocco",813.54915611141,133.532206384183,1.00442325462793,0,4.50030455545632,0.00465346729898664,0,0.0206066846334318,51.246656610762,0,214.821937269246,0.218884488287858,0,0.922697347236595
"MUS","Mauritius",6.9260249080323,1.90955047797146,0.280706706238666,0,0.658552263642519,0.00340496566696031,0,0.0069038953815275,2.50037112450726,0,6.11424705740868,0.0305157929210784,0,0.0651780295792354
"MLT","Malta",0.0636686718470191,0.0197660027744461,0.000319296346329068,0,0.00103884208880425,1.58361608892219e-06,0,5.09143449453974e-06,0.0105946006288731,0,0.0339851612038142,5.28346562686173e-05,0,0.000163082214080992
"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE","Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX","Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS","Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE","Zimbabwe",907.425229211645,174.346314598064,0.177477358337869,0,1.90193874776151,0.00569323692190839,0,0.0274382239612107,18.9147477757173,0,170.850844101512,0.449140268041332,0,2.25900574604089
"MOZ","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL","New Caledonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER","Niger",2066.18255255648,233.837195396833,0.0341169398995382,0,0.495715898092494,0.00103967732242312,0,0.00571160411900057,1.37927653368788,0,17.255756659219,0.0324932529832568,0,0.168991362327927
"NGA","Nigeria",7426.90631155033,847.96918459428,3.1420446487423,0,16.677090260695,0.0512874677206761,0,0.206282634464171,191.790844243166,0,786.835351375029,2.70790883045434,0,9.58773199348012
"NLD","Netherlands",21.0829355212077,6.16814881138336,0.0193209339939702,0,0.0681047565194416,4.59079944458428e-05,0,0.000159514553001894,2.39179507133957,0,7.78120246387575,0.00574507170783596,0,0.0188591611748341
"NOR","Norway",55.6435866706696,11.0993737468993,0.0100481042436366,0,0.0755842306807585,2.2596308683928e-05,0,0.000175631603506494,3.32772382092115,0,28.2198225702766,0.00867282785643503,0,0.0742635180911996
"NIC","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL","New Zealand",341.9354084481,49.6707196115938,0.633453575374248,0,3.71160063579624,0.00282327204602213,0,0.0164193375774059,14.6872324015708,0,85.5652840567979,0.062960721501904,0,0.357816971994346
"PER","Peru",104.215027301218,27.6209535943337,0.606661204364438,0,4.44856260217741,0.00727910772218729,0,0.0524963633763226,9.546179860383,0,68.4710349034428,0.113393544365786,0,0.780727737046277
"POL","Poland",4.95732682572449,8.33609310833426,0.0178341960211129,0,0.0745838097261532,4.27892947380522e-05,0,0.00017528327212477,3.11138563160342,0,11.1396780476775,0.00759909360683329,0,0.0274287868646448
"PRT","Portugal",40.8769934906315,12.8756127683205,0.169144023155089,0,0.608936111348695,0.000525819337055022,0,0.00190459790217185,10.3374153171788,0,33.7074434828663,0.0375431253579192,0,0.120151368470243
"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU","Romania",32.8486717208549,9.9789610027535,0.031683967302706,0,0.124648607380477,7.96095125976027e-05,0,0.000308240686448792,4.8271555593541,0,15.9522376071606,0.012307577776439,0,0.0404865505797382
"RUS","Russia",0.0308717882759976,0.00827703187875731,9.11680210653605e-06,0,7.64731030248385e-05,2.0678893801523e-08,0,1.58826584270237e-07,0.00105048337617531,0,0.00837954929428947,2.64912772378493e-06,0,1.92963753137067e-05
"RWA","Rwanda",624.751053760649,87.7952356954843,1.7781918233794,0,5.80760891687877,0.0235780753482592,0,0.0630543541323827,43.1326555099359,0,152.807825048953,0.651357495119607,0,1.68593228953127
"ZAF","South Africa",835.853592106288,189.944957776276,1.05661851272345,0,6.01563188935759,0.0100360466472404,0,0.0519764527643294,69.822780755403,0,365.800590832143,0.71469063047427,0,3.26981260428637
"SEN","Senegal",2.84700884559168,0.387065224702074,0.00018922118188286,0,0.0020510955578767,7.04200415566039e-06,0,2.97474385360448e-05,0.00525633647575102,0,0.0494465315775745,0.000172913629536341,0,0.000690122462974146
"SVN","Slovenia",0.628160648799991,0.185799620632952,0.00141350083015085,0,0.00574251395046561,3.76268662583654e-06,0,1.56221065389311e-05,0.190979135844987,0,0.674700464627712,0.000514397602203409,0,0.00182886596116176
"ESP","Spain",29.9447365003234,10.885139976499,0.107004988489376,0,0.399281588182111,0.000420762301468904,0,0.00159019212927511,7.45705596167956,0,25.3112304202635,0.0287496758102765,0,0.097772949889554
"SDN","Sudan",527.280283870614,45.1428685359428,0.0119008631172922,0,0.141708816233635,0.000383674981517205,0,0.00195379095514437,0.675149398636681,0,6.5201572583152,0.0176451022236241,0,0.0859645684813339
"SWE","Sweden",250.228789754892,62.8927060508732,0.0814147921819291,0,0.450476017455244,0.000165845074351975,0,0.000892809023292503,9.5485639879622,0,55.002468310308,0.0216005929642647,0,0.127196615984293
"CHE","Switzerland",75.7171155532229,18.7829182663228,0.115319912773256,0,0.545933733599867,0.000292662106120474,0,0.00136866506159809,10.8352064263058,0,43.5027566873445,0.0281554767527201,0,0.111824199796499
"ARE","United Arab Emirates",0.433609544158705,0.0854253509946456,4.07918594920882e-05,0,0.000390933715259221,3.5241068554534e-07,0,3.19822003026407e-06,0.00347718982451699,0,0.0342802677444543,3.15603987202851e-05,0,0.000297858500371938
"TUN","Tunisia",9.6850363126655,1.32879157384456,0.00634413669125362,0,0.0316057638742297,2.96415935893248e-05,0,0.00015045869144884,0.235530496383302,0,1.1261324457817,0.000947543573447452,0,0.00479805995134936
"TZA","Tanzania",1051.65082172796,151.343963428893,1.16836009916958,0,8.21070819604209,0.0181287808906184,0,0.0992101182177653,33.5025656899041,0,252.139337514166,0.612431651307663,0,3.19159357408103
"GBR","United Kingdom",58.3534158211125,13.8679274822671,0.0187053260430962,0,0.0826608756875248,4.56863456500216e-05,0,0.000201045572587065,11.6263708275924,0,51.7273164723436,0.028602926945833,0,0.126762068517945
"USA","United States",2741.41008143443,720.794869295699,4.70149005088646,0,24.0212018196455,0.0158052722960954,0,0.0800745376036276,362.653170104286,0,1929.82828404955,1.1617761496202,0,6.03773090214444
"BFA","Burkina Faso",331.754345333046,43.5178622296859,0.0170537576356395,0,0.199093861446823,0.000674950150013294,0,0.00285901818656522,0.373495127599705,0,4.08866689269443,0.0154071263086935,0,0.0576142166923197
"URY","Uruguay",10.7473633923668,1.91644435473426,0.00483751319045974,0,0.0322801796858221,9.14133361377138e-05,0,0.000418057592348772,0.148642763286965,0,0.960419449084841,0.00280960133487627,0,0.0122229856603635
"NAM","Namibia",189.501816565989,29.6588318593998,0.0443720360363773,0,0.311806779055015,0.000544484366799109,0,0.00317233411492993,2.56665804811978,0,20.2280733548584,0.0387590444003015,0,0.22080143958714
